the_geom,temp,the_geom_webmercator,narrative,nearest_city,equipment_damage,minute,rr_employees_killed,year,highest_speed_reported,passengers_injured,hour,tons,states,county,railroad,date,cartodb_id,others_injured,state,subdivision,cause,cause_subcategory,train_speed,weather,total_damage,accident_type,passengers_killed,visibility,day,rr_employees_injured,am_pm,month,image,zip_code
0101000020E6100000F50A0BEE071955C0581EA4A7C8DF4040,35,0101000020110F0000F1E500E918EB61C1E873151AD87A4E41,"WHILE HUMPING R01 Y19504 CUT 2 CARS OFF THE HILL, GACX 7698 AND FINX 10684. THESE CARS STALLED GOING TO GROUP 2 DUE TO THE GACX HAVING DEFECTIVE SLACK ADJUSTER. Y19504 HAD ALREADY CUT THE 2 CAR CUT OF F THE HILL, TILX 270687 AND PROX 78744, WHICH WERE HEADED TO GO TO GROUP 3. THESE CARS SIDESWIPED TH E OTHER RESULTING IN A DERAILMENT.    ",ATLANTA,0,30,0,2014,3,0,10,0,31,FULTON,CSX,2014-01-04 00:00:00+00,9663,0,Georgia,ATLANTA TERMINAL,Mechanical and Electrical Failures,Brake,0,Clear,20089,Other,0,Day,4,0,AM,14-Jan,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E6100000F50A0BEE071955C0581EA4A7C8DF4040,50,0101000020110F0000F1E500E918EB61C1E873151AD87A4E41,"Y59916 WAS SHOVING H04 OFF THE LEAD TRACK TO SET OFF 1 CAR IN THE CLEAR TRACK IN THE CUSTOMERS FACIL ITY. THEY SHOVED THE TRACK AND RAN OVER CUSTOMERS DERAIL, RESULTING IN THE DERAILMENT OF CCBX 71977. CCBX 71977 THEN SIDESWIPED TILX 5894. SPECIAL INSTRUCTIONS REQUIRE THAT ALL DERAILS, SWITCH LOCKS, AND BLUE FLAGS ARE TO BE REMOVED DAILY BY TRANSFLO PRIOR TO NORMAL SWITCHING HOURS (1800-0600) AND T HAT A BLUE LIGHT BE DISPLAYED BETWEEN DUSK AND DAWN. THE BLUE FLAG AND DERAIL WERE STILL APPLIED AND THERE WAS NO BLUE LIGHT DISPLAYED. TRANSFLO MAINTAINS A DAILY LOG THAT SHOWS THE TIMES DERAILS, BLU E FLAGS, AND SWITCH LOCKS ARE APPLIED AND REMOVED AND THE EMPLOYEES NAME THAT DOES THIS. THEIR RECOR DS INDICATE THAT ALL LOCKS, DERAILS, AND FLAGS HAD BEEN REMOVED. AT NO TIME DO CSX T&E EMPLOYEES OPE",ATLANTA,8384,30,0,2012,4,0,7,0,31,FULTON,CSX,2012-01-16 00:00:00+00,6237,0,Georgia,ATLANTA TERMINAL,Train operation - Human Factors,General Switching Rules,4,Clear,24502,Derailment,0,Dark,16,0,PM,12-Jan,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E6100000B2CEF8BEB81C55C0C0FD800706D44040,90,0101000020110F00008207C2573BEE61C1501D1923D5624E41,"A74813 WAS SHOVING IN WITH 11 CARS TO SPOT VALVOLINE IN INDUSTRY OWNED TRACK. AFTER PLACING CARS ON SPOT, ENGINEER TRIED TO PULL FORWARD BUT WAS UNABLE TO. CONDUCTOR INVESTIGATED AND FOUND 4 CARS ON G ROUND UPRIGHT AND IN LINE. IT WAS DETERMINED THAT CSXT 915027 WAS THE FIRST CAR DERAILED. SEVERAL OT HERS DERAILED AS WELL BUT MANAGED TO RERAIL THEMSELVES AT A ROAD CROSSING WHILE SHOVING INTO PLANT.    ",COLLEGE PARK,14606,30,0,2012,3,0,11,750,31,FULTON,CSX,2012-07-13 00:00:00+00,2025,0,Georgia,ATLANTA TERMINAL,"Rack, Roadbed and Structures","Rail, Joint Bar and Rail Anchoring",3,Clear,15106,Derailment,0,Day,13,0,AM,12-Jul,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E6100000520E6613602355C049D3A0681ECA4040,48,0101000020110F00001D9438FBE1F361C143A2531BA14E4E41,A 1999 PLYMOUTH VOYAGER VAN STALLED ON A CROSSING AND WAS STRUCK BY Q67902. THE VEHICLE WAS UNOCCUPI ED AT TIME OF IMPACT. PROTECTION ALSO AT CROSSING: ADVANCE WARNING.      ,UNION CITY,0,36,0,2013,45,0,3,2523,31,FULTON,CSX,2013-01-02 00:00:00+00,9917,0,Georgia,AWP W OF A,Miscellaneous Causes Not Otherwise Listed,Loading Procedures,45,Cloudy,10000,Hwy-rail crossing,0,Day,2,0,PM,13-Jan,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E61000004354E1CFF09654C0F8E0B54B1B363F40,51,0101000020110F000073E6CD8F9C7C61C116324E01E2EC4B41,Y39225 PULLED WEST OUT OF B55 DERAILING TWO CARS DUE TO BYPASSED COUPLERS.       ,WAYCROSS,81972,12,0,2012,10,0,2,0,31,WARE,CSX,2012-02-26 00:00:00+00,344,0,Georgia,JESUP,Miscellaneous Causes Not Otherwise Listed,Loading Procedures,10,Cloudy,89472,Derailment,0,Dark,26,0,AM,12-Feb,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E610000098F6CDFDD54554C0EFE4D3635B0A4040,41,0101000020110F0000922411B1BA3761C1200A1345F8CA4C41,"WHILE PULLING OUT OF THE NORTH STORAGE TRACK, TRAIN 90 OPERATING WITH LOCOMOTIVE E/124 AND 9 CARS DE RAILED LOCOMOTIVE E/124 DUE TO RAIL SPREAD UNDER MOVEMENT.      ",SAVANNAH,28062,0,0,2012,4,0,8,0,31,CHATHAM,ATK,2012-11-19 00:00:00+00,5507,0,Georgia,SAVANNAH,"Rack, Roadbed and Structures",Track Geometry,4,Clear,28112,Derailment,0,Day,19,0,AM,12-Nov,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E61000004AF086342AE854C01A8524B37A6B4040,88,0101000020110F000035ACA66598C161C1EC3B37DB7D8E4D41,"GM23 SHOVING NORTH IN RT01 WITH 3 UNITS, 57 LOADS, 53 EMPTIES, 9200 TONS WHEN KNUCKLE BROKE ON NOKL 833130, XXHC, ALLOWING 26 CAR CUT TO ROLL FREE, STRIKING CONSIST OF GM21 HUMPING FROM ADJACENT TRACK , RT02.     ",MACON,7000,10,0,2013,3,0,8,0,31,BIBB,NS,2013-05-30 00:00:00+00,7884,0,Georgia,GEORGIA,Mechanical and Electrical Failures,Coupler and Draft System ,2,Clear,35300,Side collision,0,Dark,30,0,PM,13-May,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E61000004AF086342AE854C01A8524B37A6B4040,50,0101000020110F000035ACA66598C161C1EC3B37DB7D8E4D41,"YARD ASSIGNMENT GM81 SHOVING FROM THE EAST PULLBACK TO FT01 WITH 46 EMPTIES WAS RAKED BY YARD ASSIGN MENT GM02 WHO WAS INSTRUCTED BY THE NORTH TOWER YARDMASTER TO SHOVE EAST PULLBACK TO TRACK FT07 WITH OUT PROPER ROUTE, RESULTING IN 6 DERAILED CARS ON GM81.     ",MACON,22800,0,0,2012,7,0,2,0,31,BIBB,NS,2012-12-30 00:00:00+00,8758,0,Georgia,GEORGIA,Train operation - Human Factors,General Switching Rules,7,Clear,119600,Raking collision,0,Day,30,0,PM,12-Dec,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E6100000E4141DC9E5B354C0BCCCB051D67D4040,80,0101000020110F0000BB530B67349561C1CE8A25B1A2B34D41,"CREW WAS PULLING OUT OF B-H TRANSFER TRANSLOAD FACILITY WITH 7 CARS. THE REAR THREE CARS DERAILED. W HEN THE CARS DERAILED THE REAR CAR, NS 253219, STRUCK AND FATALLY INJURED A B-H TRANSFER EMPLOYEE.      ",SANDERSVILLE,12820,16,0,2013,5,0,10,656,31,WASHINGTON,SAN,2013-09-04 00:00:00+00,2126,0,Georgia,SANDERSVILLE,Miscellaneous Causes Not Otherwise Listed,Loading Procedures,5,Clear,12820,Derailment,0,Day,4,0,AM,13-Sep,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E610000015FF7744854954C06005F86EF30E4040,62,0101000020110F000038ECF8D0DB3A61C1A0213C602ED44C41,337G524 WITH 2 ENGINES DERAILED NS 8011 WHILE PULLING WEST ON THE SWITCHING LEAD #1.       ,GARDEN CITY,25130,5,0,2013,3,0,6,0,31,CHATHAM,NS,2013-10-24 00:00:00+00,8060,0,Georgia,GEORGIA,Train operation - Human Factors,General Switching Rules,3,Clear,25130,Derailment,0,Dawn,24,0,AM,13-Oct,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E61000004354E1CFF09654C0F8E0B54B1B363F40,70,0101000020110F000073E6CD8F9C7C61C116324E01E2EC4B41,UTLX 200904 ROLLED OUT OF WEST END OF B49 INTO Y19109 BEING PULLED ON LADDER.       ,WAYCROSS,11305,5,0,2013,4,0,11,0,31,WARE,CSX,2013-01-09 00:00:00+00,4213,0,Georgia,THOMASVILLE,Signal and Communication,Signal and Communication,1,Clear,14984,Other,0,Day,9,0,AM,13-Jan,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E61000007D410B0918F254C0B12C98F8A3F83F40,85,0101000020110F00004854992C07CA61C1F5B060CCD8AE4C41,"K77920 WAS TRAVELING SOUTH, A SEMI TRUCK TRAVELING EAST OVER THE RAIL CROSSING DID NOT YIELD AT THE CROSSING, K77920 STRUCK THE TRAILER OF THE SEMI-TRUCK.      ",CORDELE,13646,15,0,2010,20,0,8,13000,31,CRISP,CSX,2010-07-20 00:00:00+00,3773,0,Georgia,,Miscellaneous Causes Not Otherwise Listed,Loading Procedures,20,Clear,13746,Hwy-rail crossing,0,Day,20,0,AM,10-Jul,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E61000004AF086342AE854C01A8524B37A6B4040,50,0101000020110F000035ACA66598C161C1EC3B37DB7D8E4D41,"G10G830 SHOVING NORTH WITH 3 UNITS ENGINE CONSIST IMPACTED STANDING CUT OF CARS, DERAILING ENG NS 63 35      ",MACON,47000,35,0,2011,21,0,9,0,31,JONES,NS,2011-11-30 00:00:00+00,9938,0,Georgia,,Train operation - Human Factors,Train Handling / Train Make-Up,0,Clear,67000,Side collision,0,Day,30,0,AM,11-Nov,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E6100000F50A0BEE071955C0581EA4A7C8DF4040,60,0101000020110F0000F1E500E918EB61C1E873151AD87A4E41,THE RCO FOREMAN ON Y19004 WAS COUPLED TO TRACK R02 AND WAS INTENDING TO PREPARE THE TRACK TO BE HUMP ED. HE RELEASED THE HANDBRAKES ON THE NORTH END OF R03 INSTEAD OF R02. WHEN HE RELEASED THE BRAKES I N R03 THE CUT ROLLED OUT OF THE NORTH END OF THE TRACK AND SIDESWIPED Y79504 THAT WAS HUMPING OUT OF TRACK R01.    ,ATLANTA,61350,20,0,2012,4,0,10,0,31,FULTON,CSX,2012-12-04 00:00:00+00,3625,0,Georgia,ATLANTA TERMINAL,Train operation - Human Factors,General Switching Rules,0,Clear,210883,Other,0,Day,4,0,AM,12-Dec,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E61000000168942EFD4155C08B506C054D854040,19,0101000020110F00002BFBBE09E20D62C10A569811C1C24D41,"Q68916 WAS TRAVELING SOUTH ON THE LINEVILLE SUBDIVISION TRAVELING ON #1 TRACK AT LAGRANGE AT 22MPH W HEN AN UNDESIRED EMERGENCY BRAKE APPLICATION OCCURRED. IT WAS FOUND THAT A BROKEN COUPLER SYSTEM ON NYC 585013 CAUSED THE TRAIN TO SEPARATE BETWEEEN THE 5TH AND 6TH CAR. THE INACTION OF THE LOCOMOTIVE ENGINEER TO NOT BAIL OFF THE INDEPENDENT BRAKES AND NOT ACTIVATING THE EOT DEVICE ALLOWED THE TRAIN TO RUN BACK INTO THE ENGINES, RESULTING IN THE DERAILMENT OF 5 ENGINES AND 1 CAR. THE CONDUCTOR STA TES THAT HE INJURED HIS BACK AS A RESULT OF THE ACTION OF THE TRAIN RUN IN.  ",LA GRANGE,47030,0,0,2010,22,0,1,9112,31,TROUP,CSX,2010-02-17 00:00:00+00,3294,0,Georgia,,Train operation - Human Factors,Train Handling / Train Make-Up,22,Clear,49530,Derailment,0,Dark,17,1,AM,10-Feb,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E61000004AF086342AE854C01A8524B37A6B4040,50,0101000020110F000035ACA66598C161C1EC3B37DB7D8E4D41,"G10G830 SHOVING NORTH WITH 3 UNITS ENGINE CONSIST IMPACTED STANDING CUT OF CARS, DERAILING ENG NS 63 35.  #28 - LOCOMOTIVE WAS EXCEEDING TRACK SPEED AS THE LOCOMOTIVE LOST ALL BRAKING ABILITY - RESULTI NG IN THE COLLISION.     ",MACON,20000,35,0,2011,21,0,9,0,31,JONES,NS,2011-11-30 00:00:00+00,5986,0,Georgia,,Train operation - Human Factors,Train Handling / Train Make-Up,21,Clear,67000,Side collision,0,Day,30,2,AM,11-Nov,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E6100000AA29C93A1CDB54C0D3D347E00F233F40,55,0101000020110F00009A53620E82B661C1CBB43E78FAD94B41,THE TRAIN WAS PULLING 23 CARS OUT OF A SIDING WHEN THE 22 AND 23 CARS DERAILED.  BOTH OF THE CARS TU RNED OVER ON THEIR SIDE.      ,ADEL,41149,35,0,2010,8,0,6,2200,31,COOK,GFRR,2010-03-17 00:00:00+00,2821,0,Georgia,,"Rack, Roadbed and Structures",Track Geometry,8,Rain,43678,Derailment,0,Dusk,17,0,PM,10-Mar,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E610000098F6CDFDD54554C0EFE4D3635B0A4040,75,0101000020110F0000922411B1BA3761C1200A1345F8CA4C41,"TRAIN 91 OPERATING WITH LOCOMOTIVES E/73-E/809 AND 9 CARS STRUCK A VEHICLE HIGH CENTERED ON THE TRAC K AT MP A501.0.  AMTRAKS EQUIPMENT DAMAGE IS $13,537.00.      ",SAVANNAH,13537,55,0,2013,77,2,5,0,31,CHATHAM,ATK,2013-06-30 00:00:00+00,1034,0,Georgia,SAVANNAH,Miscellaneous Causes Not Otherwise Listed,Loading Procedures,77,Clear,13537,Obstruction,0,Dawn,30,0,AM,13-Jun,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E610000098F6CDFDD54554C0EFE4D3635B0A4040,95,0101000020110F0000922411B1BA3761C1200A1345F8CA4C41,"ENGINEER NOTICED TRAIN HANDLING ROUGH WHILE MOVING AND BEFORE HE COULD PUT THE TRAIN IN EMERGENCY, I T WENT INTO EMERGENCY ON ITS OWN. AFTER WALKING THE TRAIN, THE CONDUCTOR FOUND THAT THE LAST 3 CARS IN THE TRAIN HAD DERAILED COMPLETELY AND WAS ON THEIR SIDE BETWEEN TRACKS 11 AND 12 IN THE YARD.     ",SAVANNAH,30000,30,0,2011,4,0,11,1650,31,CHATHAM,GSWY,2011-08-13 00:00:00+00,2148,0,Georgia,,"Rack, Roadbed and Structures", Track Geometry,4,Clear,33000,Derailment,0,Day,13,0,AM,11-Aug,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E610000087DF4DB7EC3255C053978C6324154140,36,0101000020110F00003EBE87BD160162C1B643542C1DE84E41,G79630 WAS HEADING SOUTHBOUND WHEN THE TRAIN WENT INTO EMERGENCY DERAILING 18 CARS. IT WAS FOUND THA T A BROKEN RAIL WAS THE CAUSE OF THE DERAILMENT.      ,CARTERSVILLE,371977,30,0,2010,33,0,9,7400,31,BARTOW,CSX,2010-11-05 00:00:00+00,8883,0,Georgia,,"Rack, Roadbed and Structures","Rail, Joint Bar and Rail Anchoring",33,Rain,571977,Derailment,0,Day,5,0,AM,10-Nov,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E6100000B0C56E9F557654C0D21A834E08A93F40,80,0101000020110F00003694914AEB6061C1FB2A72D1475F4C41,A76828 WAS PULLING WITH 2 ENGINES AND 18 CARS FROM RAINER. DERAILED BOTH ENGINES AND 2 CARS. LEAD EN GINE 8113 TURNED OVER ON ITS SIDE. CONDUCTOR REPORTED INJURY DUE TO INCIDENT.      ,DOCTORTOWN,31472,0,0,2011,10,0,8,984,31,WAYNE,CSX,2011-07-28 00:00:00+00,7463,0,Georgia,,"Rack, Roadbed and Structures","Rail, Joint Bar and Rail Anchoring",10,Cloudy,32472,Derailment,0,Dawn,28,1,AM,11-Jul,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E61000004354E1CFF09654C0F8E0B54B1B363F40,30,0101000020110F000073E6CD8F9C7C61C116324E01E2EC4B41,Q49201 PULLING FROM TRACK F08 THROUGH T12 / T10 CROSSOVER TO TRACK T10 WHEN THIRD CAR FROM HEAD DERA ILED ON FACING POINT MOVEMENT OVER WEST END OF CROSSOVER. INVESTIGATION DETERMINED SWITCH HAD BEEN P REVIOUSLY RUN THROUGH BY TRAIN A76801.     ,WAYCROSS,71596,20,0,2010,8,0,6,7451,31,WARE,CSX,2010-03-01 00:00:00+00,5558,0,Georgia,,Train operation - Human Factors,"Switches, Use of",8,Clear,74596,Derailment,0,Dawn,1,0,AM,10-Mar,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E61000004354E1CFF09654C0F8E0B54B1B363F40,70,0101000020110F000073E6CD8F9C7C61C116324E01E2EC4B41,Y39031 SHOVING 29 CARS FROM TRIMMER LEAD T02 TO TRACK F06 STRUCK BY Y39131 SHOVING 12 CARS FROM TRIM MER LEAD T01 TO TRACK F03. BOTH ROUTES WERE LINED REMOTELY BY Y38031 UTILITY EMPLOYEE. THE T1/F1 SWI TCH WAS FOUND IN THE NORMAL POSITION LINED INTO MOVEMENT SHOVING FROM T02.     ,WAYCROSS,53811,50,0,2010,7,0,11,0,31,WARE,CSX,2010-05-31 00:00:00+00,6594,0,Georgia,,Train operation - Human Factors,"Switches, Use of",7,Clear,61105,Side collision,0,Dark,31,0,PM,10-May,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E610000015FF7744854954C06005F86EF30E4040,58,0101000020110F000038ECF8D0DB3A61C1A0213C602ED44C41,"GS42 SHOVING WEST IN CT22 WITH 02 UNITS, 20 LOADS, 0 EMPTIES, 2707 TONS, DERAILED 7TH THROUGH 11TH H EAD CARS ON NS OWNED AND MAINTAINED TRACK. 38. PRIMARY CAUSE.      ",GARDEN CITY,11750,0,0,2010,8,0,7,2707,31,CHATHAM,NS,2010-10-18 00:00:00+00,9961,0,Georgia,,Train operation - Human Factors,"Switches, Use of",8,Clear,19250,Derailment,0,Day,18,0,AM,10-Oct,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E61000004AF086342AE854C01A8524B37A6B4040,15,0101000020110F000035ACA66598C161C1EC3B37DB7D8E4D41,"GM64 SHOVING SOUTH ON NS OWNED AND MAINTAINED TRACK WITH 2 UNIT LIGHT ENGINES CONSIST, DERAILED L4 W HEEL ON NS 4615, 2ND ENGINE.      ",MACON,11847,50,0,2014,2,0,4,0,31,BIBB,NS,2014-01-30 00:00:00+00,6639,0,Georgia,GEORGIA,"Rack, Roadbed and Structures","Frogs, Switches and Track Appliances",2,Clear,11847,Derailment,0,Dawn,30,0,AM,14-Jan,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E610000098F6CDFDD54554C0EFE4D3635B0A4040,71,0101000020110F0000922411B1BA3761C1200A1345F8CA4C41,CONDUCTOR FAILED TO PROTECT HIS TRAIN Q10321 SHOVING BACK AND RAN INTO A CUT OF CARS AND DERAILED A 5-UNIT DOUBLE STACK CAR.      ,SAVANNAH,86355,55,0,2012,6,0,4,4063,31,CHATHAM,CSX,2012-07-21 00:00:00+00,4448,0,Georgia,SYSTEM,Train operation - Human Factors,General Switching Rules,6,Clear,96355,Other,0,Dawn,21,0,AM,12-Jul,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E61000005A069CA5641755C0732EC55565CF4040,82,0101000020110F00006BFC22D0B4E961C16E366B1464594E41,"INDUSTRY PERSONNEL CAUSED PINE-OIL FIRE ON INDUSTRY PROPERTY, RESULTING IN DAMAGE TO 04 LOADED UNATT ENDED RAILCARS. NO NS CREW INVOLVED.      ",FOREST PARK,407464,10,0,2010,0,0,8,0,31,CLAYTON,NS,2010-08-26 00:00:00+00,10142,0,Georgia,,Miscellaneous Causes Not Otherwise Listed,Loading Procedures,0,Clear,407464,Fire/violent rupture  ,0,Day,26,0,AM,10-Aug,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E6100000F50A0BEE071955C0581EA4A7C8DF4040,65,0101000020110F0000F1E500E918EB61C1E873151AD87A4E41,Y29230 FAILED TO PROTECT THE LEAD END OF A CUT THAT HE WAS ATTEMPTING TO STRETCH THE SLACK ON. THE F OREMAN DOUBLED C01 TO C05. AFTER MAKING THE COUPLING IN C05 THE FOREMAN MISJUDGED THE DISTANCE LEFT IN HIS ZONE. AS THE MOVE WAS PERFORMED Y29230 COLLIDED WITH Y29130 DERAILING 2 CARS AND DAMAGING A L OCOMOTIVE.    ,ATLANTA,18150,30,0,2010,7,0,7,0,31,FULTON,CSX,2010-10-30 00:00:00+00,8954,0,Georgia,,Train operation - Human Factors,General Switching Rules,7,Clear,42150,Other,0,Dark,30,0,PM,10-Oct,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E61000004354E1CFF09654C0F8E0B54B1B363F40,97,0101000020110F000073E6CD8F9C7C61C116324E01E2EC4B41,"Y19025 RCOF COUPLING B34 TRACK. WHILE STRETCHING CUT OF CARS, GATX 60495 ROLLED OUT OF B35 AND SIDE- SWIPED UTLX 667161 IN Y19025.      ",WAYCROSS,19446,50,0,2010,5,0,10,0,31,PIERCE,CSX,2010-07-25 00:00:00+00,4280,0,Georgia,,Signal and Communication,Signal and Communication,0,Clear,19493,Side collision,0,Day,25,0,AM,10-Jul,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E61000004354E1CFF09654C0F8E0B54B1B363F40,80,0101000020110F000073E6CD8F9C7C61C116324E01E2EC4B41,"WHILE COUPLING TRACK B46 AT WAYCROSS RICE YARD, Y39204 KNOCKED THE BOTTOM CAR IN THE TRACK OUT, SIDE SWIPING 4 OTHER CARS.      ",WAYCROSS,9976,30,0,2011,9,0,5,0,31,PIERCE,CSX,2011-06-05 00:00:00+00,4977,0,Georgia,,Signal and Communication,Signal and Communication,9,Cloudy,23507,Other,0,Dark,5,0,AM,11-Jun,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E6100000994A3FE1EC2E55C097E4805D4DFA3E40,48,0101000020110F0000EABF2B32B1FD61C1B9B8237E91B14B41,Q68106 WAS PULLING ON MAINLINE WHEN THEY EXPERIENCED AN UNDESIRED EMERGENCY. THE CONDUCTOR WALKED BA CK TO INSPECT HIS TRAIN AND DISCOVERED CARS AT LINE 15-36 DERAILED.      ,BRINSON,367084,52,0,2013,34,0,9,4217,31,DECATUR,CSX,2013-01-06 00:00:00+00,6424,0,Georgia,DOTHAN,"Rack, Roadbed and Structures","Rail, Joint Bar and Rail Anchoring",34,Cloudy,477084,Derailment,0,Dark,6,0,PM,13-Jan,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E6100000D5230D6E6BA854C0DA571EA4A7843F40,63,0101000020110F00002C8328DB748B61C1332804C1023B4C41,Q12518 DERAILED CARS DUE TO BROKEN JOINT BAR.       ,NICHOLLS,1988522,5,0,2013,54,0,12,6768,31,WARE,CSX,2013-12-19 00:00:00+00,1605,0,Georgia,FITZGERALD,"Rack, Roadbed and Structures","Rail, Joint Bar and Rail Anchoring",54,Clear,2188822,Derailment,0,Day,19,0,PM,13-Dec,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E6100000A777F17EDC1055C05A63D009A19F4040,95,0101000020110F0000BCD595A728E461C18533995E2AF84D41,"TRAIN 119G801 SHOVING NORTH WITH 3 UNTIS, 24 LOADS, 37 EMPTIES, 4160 TONS, DERAILED THE 28TH THROUGH 37TH HEAD CARS.      ",GRIFFIN,29411,30,0,2011,6,0,5,5110,31,SPAULDING,NS,2011-08-02 00:00:00+00,2739,0,Georgia,,Train operation - Human Factors,Train Handling / Train Make-Up,6,Cloudy,29911,Derailment,0,Day,2,0,PM,11-Aug,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E61000004F745DF8C17C54C06DFDF49F359F4040,85,0101000020110F0000E5C206D65F6661C1A4DDF23550F74D41,"TRAIN TRAVELING SOUTH ON NS OWNED AND MAINTAINED TRACK WHEN TRAIN WAS STRUCK BETWEEN THE 7TH CAR, DE RAILING MULTIPLE RAILCARS.      ",MCBEAN,833603,40,0,2013,47,0,12,2403,31,RICHMOND,NS,2013-09-17 00:00:00+00,3216,2,Georgia,GEORGIA,Miscellaneous Causes Not Otherwise Listed,Loading Procedures,47,Clear,959603,Hwy-rail crossing,0,Day,17,0,PM,13-Sep,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
0101000020E61000000168942EFD4155C08B506C054D854040,75,0101000020110F00002BFBBE09E20D62C10A569811C1C24D41,"AFTER THE CREW FELT THE SLACK RUN IN ON THE HEAD END TWICE Q60611 WENT INTO EMERGENCY. THE CONDUCTOR WALKED TOWARD THE REAR OF THE TRAIN FINDING 25 DERAILED CARS. CAUSE OF DERAILMENT DYNAMIC BRAKE, TO O RAPID ADJUSTMENT.     ",LA GRANGE,877689,0,0,2011,42,0,5,11626,31,TROUP,CSX,2011-04-12 00:00:00+00,6862,0,Georgia,,Train operation - Human Factors,Train Handling / Train Make-Up,42,Clear,887689,Derailment,0,Day,12,0,PM,11-Apr,http://www.eurail.com/sites/eurail.com/files/styles/asset_image_responsive_common_big_image/public/tgv_high-speed_train_france.jpg,00601
